,Entry,Organism,EC numbers,Interpro_ids,Org
0,Q7RVA8,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Neurospora crassa
0,Q817F3,Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus cereus
1,Q4MVY3,Bacillus cereus,2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus cereus
2,B7HFB3,Bacillus cereus (strain B4264),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus cereus
3,B7HRN9,Bacillus cereus (strain AH187),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus cereus
4,B7JRX2,Bacillus cereus (strain AH820),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus cereus
5,B9J099,Bacillus cereus (strain Q1),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus cereus
6,C1EUU3,Bacillus cereus (strain 03BB102),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus cereus
7,B7IJZ8,Bacillus cereus (strain G9842),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus cereus
8,Q633J8,Bacillus cereus (strain ZK / E33L),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus cereus
9,Q72ZD8,Bacillus cereus (strain ATCC 10987 / NRS 248),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus cereus
10,Q81KZ0,Bacillus anthracis,2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus anthracis
11,A9VJR1,Bacillus mycoides (strain KBAB4) (Bacillus weihenstephanensis),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus mycoides
12,C3PAI8,Bacillus anthracis (strain A0248),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus anthracis
13,A0RJJ6,Bacillus thuringiensis (strain Al Hakam),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus thuringiensis
14,Q6HCT3,Bacillus thuringiensis subsp. konkukian (strain 97-27),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus thuringiensis
15,C3L8X8,Bacillus anthracis (strain CDC 684 / NRRL 3495),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus anthracis
16,A7GTP4,Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus cytotoxicus
0,C1CBG2,Streptococcus pneumoniae (strain 70585),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Streptococcus pneumoniae
1,C1CHI6,Streptococcus pneumoniae (strain JJA),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Streptococcus pneumoniae
2,C1CNF8,Streptococcus pneumoniae (strain P1031),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Streptococcus pneumoniae
3,B2INK5,Streptococcus pneumoniae (strain CGSP14),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Streptococcus pneumoniae
4,B1I9Z6,Streptococcus pneumoniae (strain Hungary19A-6),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Streptococcus pneumoniae
5,C1CUA3,Streptococcus pneumoniae (strain Taiwan19F-14),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Streptococcus pneumoniae
6,B5E3S7,Streptococcus pneumoniae serotype 19F (strain G54),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Streptococcus pneumoniae
7,P63743,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Streptococcus pneumoniae
8,Q04HZ0,Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Streptococcus pneumoniae
9,B8ZQ22,Streptococcus pneumoniae (strain ATCC 700669 / Spain 23F-1),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Streptococcus pneumoniae
10,P63742,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Streptococcus pneumoniae
0,P55241,Zea mays (Maize),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']",Zea mays
1,P55240,Zea mays (Maize),2.7.7.27,"['InterPro:IPR011004', 'InterPro:IPR011831']",Zea mays
2,P55234,Zea mays (Maize),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']",Zea mays
0,P11498,Homo sapiens (Human),6.4.1.1,"['InterPro:IPR000089', 'InterPro:IPR000891', 'InterPro:IPR001882', 'InterPro:IPR003379', 'InterPro:IPR005479', 'InterPro:IPR005481', 'InterPro:IPR005482', 'InterPro:IPR005930', 'InterPro:IPR011053', 'InterPro:IPR011054', 'InterPro:IPR011761', 'InterPro:IPR011764', 'InterPro:IPR013785', 'InterPro:IPR016185']",Homo sapiens
1,Q05920,Mus musculus (Mouse),6.4.1.1,"['InterPro:IPR000089', 'InterPro:IPR000891', 'InterPro:IPR001882', 'InterPro:IPR003379', 'InterPro:IPR005479', 'InterPro:IPR005481', 'InterPro:IPR005482', 'InterPro:IPR005930', 'InterPro:IPR011053', 'InterPro:IPR011054', 'InterPro:IPR011761', 'InterPro:IPR011764', 'InterPro:IPR013785', 'InterPro:IPR016185']",Mus musculus
2,P52873,Rattus norvegicus (Rat),6.4.1.1,"['InterPro:IPR000089', 'InterPro:IPR000891', 'InterPro:IPR001882', 'InterPro:IPR003379', 'InterPro:IPR005479', 'InterPro:IPR005481', 'InterPro:IPR005482', 'InterPro:IPR005930', 'InterPro:IPR011053', 'InterPro:IPR011054', 'InterPro:IPR011761', 'InterPro:IPR011764', 'InterPro:IPR013785', 'InterPro:IPR013815', 'InterPro:IPR016185']",Rattus norvegicus
3,Q29RK2,Bos taurus (Bovine),6.4.1.1,"['InterPro:IPR000089', 'InterPro:IPR000891', 'InterPro:IPR001882', 'InterPro:IPR003379', 'InterPro:IPR005479', 'InterPro:IPR005481', 'InterPro:IPR005482', 'InterPro:IPR005930', 'InterPro:IPR011053', 'InterPro:IPR011054', 'InterPro:IPR011761', 'InterPro:IPR011764', 'InterPro:IPR013785', 'InterPro:IPR016185']",Bos taurus
0,Q51390,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Pseudomonas aeruginosa
1,Q9HY41,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Pseudomonas aeruginosa
2,A4XXN1,Pseudomonas mendocina (strain ymp),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Pseudomonas mendocina
0,B5XTD4,Klebsiella pneumoniae (strain 342),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Klebsiella pneumoniae
1,A6TFR2,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Klebsiella pneumoniae
0,P9WPK1,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Mycobacterium tuberculosis
1,A5U920,Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Mycobacterium tuberculosis
2,P9WPK0,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Mycobacterium tuberculosis
0,P80581,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Emericella nidulans
0,P36620,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),2.2.1.6,"['InterPro:IPR000399', 'InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR012846', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR039368', 'InterPro:IPR045229']",Schizosaccharomyces pombe
0,P53553,Geobacillus stearothermophilus (Bacillus stearothermophilus),2.7.2.4,"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR002912', 'InterPro:IPR005260', 'InterPro:IPR018042', 'InterPro:IPR027795', 'InterPro:IPR036393', 'InterPro:IPR041740', 'InterPro:IPR045865']",Geobacillus stearothermophilus
0,A0JWV0,Arthrobacter sp. (strain FB24),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Arthrobacter sp.
0,P61489,Thermus thermophilus,2.7.2.4,"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR002912', 'InterPro:IPR005260', 'InterPro:IPR018042', 'InterPro:IPR027795', 'InterPro:IPR036393', 'InterPro:IPR041740', 'InterPro:IPR045865']",Thermus thermophilus
1,P61488,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),2.7.2.4,"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR002912', 'InterPro:IPR005260', 'InterPro:IPR018042', 'InterPro:IPR027795', 'InterPro:IPR036393', 'InterPro:IPR041740', 'InterPro:IPR045865']",Thermus thermophilus
0,Q12669,Aspergillus niger,2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Aspergillus niger
0,Q55141,Synechocystis sp. (strain PCC 6803 / Kazusa),2.2.1.6,"['InterPro:IPR002912', 'InterPro:IPR004789', 'InterPro:IPR019455', 'InterPro:IPR027271', 'InterPro:IPR039557', 'InterPro:IPR045865']",Synechocystis sp.
0,Q14410,Homo sapiens (Human),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR042018', 'InterPro:IPR043129']",Homo sapiens
1,P32189,Homo sapiens (Human),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR042018', 'InterPro:IPR043129']",Homo sapiens
2,Q14409,Homo sapiens (Human),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR042018', 'InterPro:IPR043129']",Homo sapiens
3,Q6ZS86,Homo sapiens (Human),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR037444', 'InterPro:IPR043129']",Homo sapiens
0,Q5ZMJ4,Gallus gallus (Chicken),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR037444', 'InterPro:IPR043129']",Gallus gallus
0,P17710,Mus musculus (Mouse),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Mus musculus
1,P52792,Mus musculus (Mouse),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Mus musculus
2,O08528,Mus musculus (Mouse),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Mus musculus
3,Q3TRM8,Mus musculus (Mouse),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Mus musculus
4,Q91W97,Mus musculus (Mouse),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Mus musculus
0,Q03224,Bacillus subtilis (strain 168),3.1.3.11,['InterPro:IPR004464'],Bacillus subtilis
1,Q45597,Bacillus subtilis (strain 168),3.1.3.11,"['InterPro:IPR009164', 'InterPro:IPR029052']",Bacillus subtilis
2,A7ZAK3,Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum),3.1.3.11,"['InterPro:IPR009164', 'InterPro:IPR029052']",Bacillus velezensis
0,P55235,Spinacia oleracea (Spinach),2.7.7.27,[],Spinacia oleracea
1,P55236,Spinacia oleracea (Spinach),2.7.7.27,[],Spinacia oleracea
0,P55233,Beta vulgaris (Sugar beet),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']",Beta vulgaris
1,P55232,Beta vulgaris (Sugar beet),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']",Beta vulgaris
0,P09201,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Saccharomyces cerevisiae
1,P09202,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Schizosaccharomyces pombe
0,Q9BIC6,Leishmania donovani,2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012004', 'InterPro:IPR022953', 'InterPro:IPR035966']",Leishmania donovani
1,Q8WPP2,Trypanoplasma borreli,2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012004', 'InterPro:IPR022953', 'InterPro:IPR035966']",Trypanoplasma borreli
0,Q9ZFN4,Rhodospirillum rubrum,2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Rhodospirillum rubrum
1,Q2RS49,Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIMB 8255 / S1),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Rhodospirillum rubrum
0,P73534,Synechocystis sp. (strain PCC 6803 / Kazusa),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']",Synechocystis sp.
1,Q55863,Synechocystis sp. (strain PCC 6803 / Kazusa),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Synechocystis sp.
0,Q54VT8,Dictyostelium discoideum (Social amoeba),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Dictyostelium discoideum
0,Q97XW1,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Saccharolobus solfataricus
1,P95907,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Saccharolobus solfataricus
0,P08660,Escherichia coli (strain K12),2.7.2.4,"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR002912', 'InterPro:IPR005260', 'InterPro:IPR018042', 'InterPro:IPR036393', 'InterPro:IPR041745', 'InterPro:IPR042199', 'InterPro:IPR045865']",Escherichia coli
1,P00561,Escherichia coli (strain K12),2.7.2.4); Homoserine dehydrogenase,"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR001342', 'InterPro:IPR002912', 'InterPro:IPR005106', 'InterPro:IPR011147', 'InterPro:IPR018042', 'InterPro:IPR019811', 'InterPro:IPR027795', 'InterPro:IPR036291', 'InterPro:IPR036393', 'InterPro:IPR041743', 'InterPro:IPR045865']",Escherichia coli
1,P00561,Escherichia coli (strain K12),1.1.1.3)],"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR001342', 'InterPro:IPR002912', 'InterPro:IPR005106', 'InterPro:IPR011147', 'InterPro:IPR018042', 'InterPro:IPR019811', 'InterPro:IPR027795', 'InterPro:IPR036291', 'InterPro:IPR036393', 'InterPro:IPR041743', 'InterPro:IPR045865']",Escherichia coli
2,P00562,Escherichia coli (strain K12),2.7.2.4); Homoserine dehydrogenase,"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR001342', 'InterPro:IPR005106', 'InterPro:IPR011147', 'InterPro:IPR018042', 'InterPro:IPR019811', 'InterPro:IPR036291', 'InterPro:IPR036393', 'InterPro:IPR041743', 'InterPro:IPR042199']",Escherichia coli
2,P00562,Escherichia coli (strain K12),1.1.1.3)],"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR001342', 'InterPro:IPR005106', 'InterPro:IPR011147', 'InterPro:IPR018042', 'InterPro:IPR019811', 'InterPro:IPR036291', 'InterPro:IPR036393', 'InterPro:IPR041743', 'InterPro:IPR042199']",Escherichia coli
3,O23653,Arabidopsis thaliana (Mouse-ear cress),2.7.2.4,"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR002912', 'InterPro:IPR018042', 'InterPro:IPR036393', 'InterPro:IPR042199', 'InterPro:IPR045865']",Arabidopsis thaliana
0,Q9NJP9,Trypanosoma brucei brucei,2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Trypanosoma brucei
0,Q8Z2Y6,Salmonella typhi,2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Salmonella typhi
1,B4TCM2,Salmonella heidelberg (strain SL476),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Salmonella heidelberg
2,B4TPU7,Salmonella schwarzengrund (strain CVM19633),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Salmonella schwarzengrund
3,B5F0R7,Salmonella agona (strain SL483),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Salmonella agona
4,C0Q436,Salmonella paratyphi C (strain RKS4594),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Salmonella paratyphi
5,B4T0T2,Salmonella newport (strain SL254),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Salmonella newport
6,Q57HD1,Salmonella choleraesuis (strain SC-B67),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Salmonella choleraesuis
7,A9MZH4,Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Salmonella paratyphi
8,A9MI40,Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Salmonella arizonae
9,B5FPT4,Salmonella dublin (strain CT_02021853),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Salmonella dublin
