	Entry	Organism	EC numbers	Interpro_ids
0	P95442	Pseudomonas sp. (strain ADP)	['EC 3.5.4.43']	['InterPro:IPR006680', 'InterPro:IPR011059', 'InterPro:IPR032466']
0	P32320	Homo sapiens (Human)	['EC 3.5.4.5']	['InterPro:IPR002125', 'InterPro:IPR006262', 'InterPro:IPR016192', 'InterPro:IPR016193']
1	Q9BWV3	Homo sapiens (Human)	['EC 3.5.4.5']	['InterPro:IPR002125', 'InterPro:IPR015517', 'InterPro:IPR016192', 'InterPro:IPR016193', 'InterPro:IPR035105']
0	Q06549	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 3.5.4.5']	['InterPro:IPR002125', 'InterPro:IPR006262', 'InterPro:IPR016192', 'InterPro:IPR016193']
0	O65896	Arabidopsis thaliana (Mouse-ear cress)	['EC 3.5.4.5']	['InterPro:IPR002125', 'InterPro:IPR006263', 'InterPro:IPR013171', 'InterPro:IPR016192', 'InterPro:IPR016193']
1	Q9SU86	Arabidopsis thaliana (Mouse-ear cress)	['EC 3.5.4.5']	['InterPro:IPR002125', 'InterPro:IPR006263', 'InterPro:IPR013171', 'InterPro:IPR016193']
2	Q9XEX4	Arabidopsis thaliana (Mouse-ear cress)	['EC 3.5.4.5']	['InterPro:IPR002125', 'InterPro:IPR006263', 'InterPro:IPR013171', 'InterPro:IPR016192', 'InterPro:IPR016193']
3	Q9S7L8	Arabidopsis thaliana (Mouse-ear cress)	['EC 3.5.4.5']	['InterPro:IPR002125', 'InterPro:IPR006263', 'InterPro:IPR013171', 'InterPro:IPR016192', 'InterPro:IPR016193']
4	O65571	Arabidopsis thaliana (Mouse-ear cress)	['EC 3.5.4.5']	['InterPro:IPR002125', 'InterPro:IPR006263', 'InterPro:IPR013171', 'InterPro:IPR016192', 'InterPro:IPR016193']
5	Q9SU87	Arabidopsis thaliana (Mouse-ear cress)	['EC 3.5.4.5']	['InterPro:IPR002125', 'InterPro:IPR006263', 'InterPro:IPR013171', 'InterPro:IPR016193']
6	Q9S847	Arabidopsis thaliana (Mouse-ear cress)	['EC 3.5.4.5']	['InterPro:IPR002125', 'InterPro:IPR006263', 'InterPro:IPR013171', 'InterPro:IPR016192', 'InterPro:IPR016193']
0	O35000	Bacillus subtilis (strain 168)	['EC 3.5.99.6']	['InterPro:IPR004547', 'InterPro:IPR006148', 'InterPro:IPR018321', 'InterPro:IPR037171']
1	O31458	Bacillus subtilis (strain 168)	['EC 3.5.99.6']	['InterPro:IPR004547', 'InterPro:IPR006148', 'InterPro:IPR018321', 'InterPro:IPR037171']
2	Q9KFQ8	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	['EC 3.5.99.6']	['InterPro:IPR004547', 'InterPro:IPR006148', 'InterPro:IPR018321', 'InterPro:IPR037171']
3	A7Z975	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum)	['EC 3.5.99.6']	['InterPro:IPR004547', 'InterPro:IPR006148', 'InterPro:IPR037171']
0	P30297	Pseudomonas sp. (strain 6G5)	['EC 3.5.99.7']	['InterPro:IPR001926', 'InterPro:IPR005965', 'InterPro:IPR020601', 'InterPro:IPR027278', 'InterPro:IPR036052']
1	Q00740	Pseudomonas sp. (strain ACP)	['EC 3.5.99.7']	['InterPro:IPR001926', 'InterPro:IPR005965', 'InterPro:IPR020601', 'InterPro:IPR027278', 'InterPro:IPR036052']
2	Q5PWZ8	Pseudomonas putida (Arthrobacter siderocapsulatus)	['EC 3.5.99.7']	['InterPro:IPR001926', 'InterPro:IPR005965', 'InterPro:IPR020601', 'InterPro:IPR027278', 'InterPro:IPR036052']
0	Q9RGQ1	Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIMB 8255 / S1)	['EC 3.6.1.1']	['InterPro:IPR008162', 'InterPro:IPR036649']
0	P37487	Bacillus subtilis (strain 168)	['EC 3.6.1.1']	['InterPro:IPR001667', 'InterPro:IPR004097', 'InterPro:IPR022934', 'InterPro:IPR038222', 'InterPro:IPR038763']
1	Q9JMQ2	Bacillus subtilis (strain 168)	['EC 3.6.1.1']	['InterPro:IPR006439', 'InterPro:IPR023198', 'InterPro:IPR023214', 'InterPro:IPR023733', 'InterPro:IPR036412', 'InterPro:IPR041492']
2	Q9KCG7	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	['EC 3.6.1.1']	['InterPro:IPR008162', 'InterPro:IPR036649']
3	P95765	Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288)	['EC 3.6.1.1']	['InterPro:IPR001667', 'InterPro:IPR004097', 'InterPro:IPR022934', 'InterPro:IPR038222', 'InterPro:IPR038763']
4	A7ZAR2	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum)	['EC 3.6.1.1']	['InterPro:IPR001667', 'InterPro:IPR004097', 'InterPro:IPR022934', 'InterPro:IPR038222', 'InterPro:IPR038763']
5	A7Z971	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum)	['EC 3.6.1.1']	['InterPro:IPR006439', 'InterPro:IPR023198', 'InterPro:IPR023214', 'InterPro:IPR023733', 'InterPro:IPR036412', 'InterPro:IPR041492']
6	P56948	Priestia megaterium (Bacillus megaterium)	['EC 3.6.1.1']	[]
7	Q9K6Y7	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	['EC 3.6.1.1']	['InterPro:IPR006439', 'InterPro:IPR006549', 'InterPro:IPR023198', 'InterPro:IPR023214', 'InterPro:IPR023733', 'InterPro:IPR036412', 'InterPro:IPR041492']
8	Q65E18	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	['EC 3.6.1.1']	['InterPro:IPR001667', 'InterPro:IPR004097', 'InterPro:IPR022934', 'InterPro:IPR038222', 'InterPro:IPR038763']
0	P65754	Staphylococcus aureus (strain MW2)	['EC 3.6.1.1']	['InterPro:IPR001667', 'InterPro:IPR004097', 'InterPro:IPR022934', 'InterPro:IPR038222', 'InterPro:IPR038763']
1	Q5HEK1	Staphylococcus aureus (strain COL)	['EC 3.6.1.1']	['InterPro:IPR001667', 'InterPro:IPR004097', 'InterPro:IPR022934', 'InterPro:IPR038222', 'InterPro:IPR038763']
2	Q6GFD7	Staphylococcus aureus (strain MRSA252)	['EC 3.6.1.1']	['InterPro:IPR001667', 'InterPro:IPR004097', 'InterPro:IPR022934', 'InterPro:IPR038222', 'InterPro:IPR038763']
3	A6U325	Staphylococcus aureus (strain JH1)	['EC 3.6.1.1']	['InterPro:IPR001667', 'InterPro:IPR004097', 'InterPro:IPR022934', 'InterPro:IPR038222', 'InterPro:IPR038763']
4	P65753	Staphylococcus aureus (strain N315)	['EC 3.6.1.1']	['InterPro:IPR001667', 'InterPro:IPR004097', 'InterPro:IPR022934', 'InterPro:IPR038222', 'InterPro:IPR038763']
5	Q6G813	Staphylococcus aureus (strain MSSA476)	['EC 3.6.1.1']	['InterPro:IPR001667', 'InterPro:IPR004097', 'InterPro:IPR022934', 'InterPro:IPR038222', 'InterPro:IPR038763']
6	A5IU87	Staphylococcus aureus (strain JH9)	['EC 3.6.1.1']	['InterPro:IPR001667', 'InterPro:IPR004097', 'InterPro:IPR022934', 'InterPro:IPR038222', 'InterPro:IPR038763']
7	Q2FFH6	Staphylococcus aureus (strain USA300)	['EC 3.6.1.1']	['InterPro:IPR001667', 'InterPro:IPR004097', 'InterPro:IPR022934', 'InterPro:IPR038222', 'InterPro:IPR038763']
8	A8Z2T4	Staphylococcus aureus (strain USA300 / TCH1516)	['EC 3.6.1.1']	['InterPro:IPR001667', 'InterPro:IPR004097', 'InterPro:IPR022934', 'InterPro:IPR038222', 'InterPro:IPR038763']
9	A7X451	Staphylococcus aureus (strain Mu3 / ATCC 700698)	['EC 3.6.1.1']	['InterPro:IPR001667', 'InterPro:IPR004097', 'InterPro:IPR022934', 'InterPro:IPR038222', 'InterPro:IPR038763']
0	P50308	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	['EC 3.6.1.1']	['InterPro:IPR008162', 'InterPro:IPR036649']
0	Q9H2U2	Homo sapiens (Human)	['EC 3.6.1.1']	['InterPro:IPR008162', 'InterPro:IPR036649']
1	Q86TP1	Homo sapiens (Human)	['EC 3.6.1.1']	['InterPro:IPR001667', 'InterPro:IPR004097', 'InterPro:IPR038222', 'InterPro:IPR038763']
2	Q9H008	Homo sapiens (Human)	['EC 3.1.3.-', 'EC 3.6.1.1']	['InterPro:IPR006355', 'InterPro:IPR006357', 'InterPro:IPR023214', 'InterPro:IPR036412']
3	Q15181	Homo sapiens (Human)	['EC 3.6.1.1']	['InterPro:IPR008162', 'InterPro:IPR036649']
0	O05724	Geobacillus stearothermophilus (Bacillus stearothermophilus)	['EC 3.6.1.1']	['InterPro:IPR008162', 'InterPro:IPR036649']
0	P00817	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 3.6.1.1']	['InterPro:IPR008162', 'InterPro:IPR036649']
1	P28239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 3.6.1.1']	['InterPro:IPR008162', 'InterPro:IPR036649']
3	Q757J8	Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Eremothecium gossypii)	['EC 3.6.1.1']	['InterPro:IPR008162', 'InterPro:IPR036649']
0	Q5B912	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	['EC 3.6.1.1']	['InterPro:IPR008162', 'InterPro:IPR036649']
0	P0AFL6	Escherichia coli (strain K12)	['EC 3.6.1.11']	['InterPro:IPR003695', 'InterPro:IPR022371', 'InterPro:IPR030673', 'InterPro:IPR043129']
3	P0AFL8	Escherichia coli O157:H7	['EC 3.6.1.11']	['InterPro:IPR003695', 'InterPro:IPR022371', 'InterPro:IPR030673', 'InterPro:IPR043129']
0	Q9BW91	Homo sapiens (Human)	['EC 3.6.1.13']	['InterPro:IPR000086', 'InterPro:IPR015797', 'InterPro:IPR039989']
1	Q9UKK9	Homo sapiens (Human)	['EC 3.6.1.13', 'EC 3.6.1.58', 'EC 2.7.7.96']	['InterPro:IPR000086', 'InterPro:IPR015797', 'InterPro:IPR020084', 'InterPro:IPR020476']
2	Q3LIE5	Homo sapiens (Human)	['EC 3.6.1.13', 'EC 3.6.1.16', 'EC 3.6.1.53']	['InterPro:IPR004843', 'InterPro:IPR029052', 'InterPro:IPR041869']
0	P56380	Mus musculus (Mouse)	['EC 3.6.1.17']	['InterPro:IPR000086', 'InterPro:IPR003565', 'InterPro:IPR015797', 'InterPro:IPR020084']
0	Q6PEC0	Rattus norvegicus (Rat)	['EC 3.6.1.17']	['InterPro:IPR000086', 'InterPro:IPR003565', 'InterPro:IPR015797', 'InterPro:IPR020084', 'InterPro:IPR020476']
0	P50583	Homo sapiens (Human)	['EC 3.6.1.17']	['InterPro:IPR000086', 'InterPro:IPR003565', 'InterPro:IPR015797', 'InterPro:IPR020084']
0	P33316	Homo sapiens (Human)	['EC 3.6.1.23']	['InterPro:IPR008181', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
1	P03195	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)	['EC 3.6.1.23']	['InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR034745', 'InterPro:IPR036157']
2	P89079	Human adenovirus D serotype 9 (HAdV-9) (Human adenovirus 9)	['EC 3.6.1.23']	['InterPro:IPR029054', 'InterPro:IPR036157']
3	Q76RE7	Vaccinia virus (strain Ankara) (VACV)	['EC 3.6.1.23']	['InterPro:IPR008181', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
4	P68635	Vaccinia virus (strain L-IVP) (VACV)	['EC 3.6.1.23']	['InterPro:IPR008181', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
5	P16824	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	['EC 3.6.1.23']	['InterPro:IPR006882', 'InterPro:IPR034745', 'InterPro:IPR036157']
6	P68634	Vaccinia virus (strain Copenhagen) (VACV)	['EC 3.6.1.23']	['InterPro:IPR008181', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
7	P14597	Orf virus (strain NZ2) (OV NZ-2)	['EC 3.6.1.23']	['InterPro:IPR008181', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
8	P0DSZ7	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	['EC 3.6.1.23']	['InterPro:IPR008181', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
9	P52341	Human herpesvirus 7 (strain JI) (HHV-7) (Human T lymphotropic virus)	['EC 3.6.1.23']	['InterPro:IPR029054', 'InterPro:IPR034745', 'InterPro:IPR036157']
0	Q58502	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	['EC 3.6.1.23']	['InterPro:IPR023537', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
0	O34919	Bacillus subtilis (strain 168)	['EC 3.6.1.23']	['InterPro:IPR008181', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
1	O31801	Bacillus subtilis (strain 168)	['EC 3.6.1.23']	['InterPro:IPR008181', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
0	P9WNS5	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	['EC 3.6.1.23']	['InterPro:IPR008181', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
1	P9WNS4	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	['EC 3.6.1.23']	['InterPro:IPR008181', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
2	A5U649	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	['EC 3.6.1.23']	['InterPro:IPR008181', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
3	A1KM35	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	['EC 3.6.1.23']	['InterPro:IPR008181', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
4	C1AFF6	Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019)	['EC 3.6.1.23']	['InterPro:IPR008181', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
5	P0A553	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	['EC 3.6.1.23']	['InterPro:IPR008181', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
6	B2HM03	Mycobacterium marinum (strain ATCC BAA-535 / M)	['EC 3.6.1.23']	['InterPro:IPR008181', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR036157']
0	P06282	Escherichia coli (strain K12)	['EC 3.6.1.26']	['InterPro:IPR003763', 'InterPro:IPR015993', 'InterPro:IPR036265']
1	Q8X7A5	Escherichia coli O157:H7	['EC 3.6.1.26']	['InterPro:IPR003763', 'InterPro:IPR015993', 'InterPro:IPR036265']
2	B7NFL5	Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC)	['EC 3.6.1.26']	['InterPro:IPR003763', 'InterPro:IPR015993', 'InterPro:IPR036265']
3	Q8FBC8	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	['EC 3.6.1.26']	['InterPro:IPR003763', 'InterPro:IPR015993', 'InterPro:IPR036265']
4	Q83IU1	Shigella flexneri	['EC 3.6.1.26']	['InterPro:IPR003763', 'InterPro:IPR015993', 'InterPro:IPR036265']
5	B6I4R1	Escherichia coli (strain SE11)	['EC 3.6.1.26']	['InterPro:IPR003763', 'InterPro:IPR015993', 'InterPro:IPR036265']
6	B1XB84	Escherichia coli (strain K12 / DH10B)	['EC 3.6.1.26']	['InterPro:IPR003763', 'InterPro:IPR015993', 'InterPro:IPR036265']
7	B7LA15	Escherichia coli (strain 55989 / EAEC)	['EC 3.6.1.26']	['InterPro:IPR003763', 'InterPro:IPR015993', 'InterPro:IPR036265']
8	B7N2Q9	Escherichia coli O81 (strain ED1a)	['EC 3.6.1.26']	['InterPro:IPR003763', 'InterPro:IPR015993', 'InterPro:IPR036265']
9	B7M6W9	Escherichia coli O8 (strain IAI1)	['EC 3.6.1.26']	['InterPro:IPR003763', 'InterPro:IPR015993', 'InterPro:IPR036265']
0	Q9BU02	Homo sapiens (Human)	['EC 3.6.1.28']	['InterPro:IPR012177', 'InterPro:IPR023577', 'InterPro:IPR033469', 'InterPro:IPR039582']
0	F4KEV7	Arabidopsis thaliana (Mouse-ear cress)	['EC 3.6.1.29', 'EC 3.9.1.-', 'EC 3.6.2.1', 'EC 2.7.7.51']	['InterPro:IPR011146', 'InterPro:IPR019808', 'InterPro:IPR036265', 'InterPro:IPR039383']
0	Q9Y6X5	Homo sapiens (Human)	['EC 3.6.1.29']	['InterPro:IPR002591', 'InterPro:IPR017850', 'InterPro:IPR029879']
1	P49789	Homo sapiens (Human)	['EC 3.6.1.29', 'EC 3.9.1.-', 'EC 3.6.2.1', 'EC 2.7.7.51']	['InterPro:IPR011146', 'InterPro:IPR019808', 'InterPro:IPR036265', 'InterPro:IPR039383']
0	Q9JIX3	Rattus norvegicus (Rat)	['EC 3.6.1.29', 'EC 3.9.1.-', 'EC 3.6.2.1', 'EC 2.7.7.51']	['InterPro:IPR011146', 'InterPro:IPR019808', 'InterPro:IPR036265', 'InterPro:IPR039383']
0	Q9MYU4	Sus scrofa (Pig)	['EC 3.6.1.5']	['InterPro:IPR000407', 'InterPro:IPR015955']
0	P53965	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 3.6.1.52']	['InterPro:IPR004861', 'InterPro:IPR016130', 'InterPro:IPR020422', 'InterPro:IPR020428', 'InterPro:IPR029021']
1	Q99321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 3.6.1.52', 'EC 3.6.1.60']	['InterPro:IPR000086', 'InterPro:IPR015797']
2	O95989	Homo sapiens (Human)	['EC 3.6.1.52', 'EC 3.6.1.-']	['InterPro:IPR000086', 'InterPro:IPR015797', 'InterPro:IPR020084']
3	Q09790	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	['EC 3.6.1.52', 'EC 3.6.1.-']	['InterPro:IPR000086', 'InterPro:IPR015797', 'InterPro:IPR020084']
0	Q566C7	Rattus norvegicus (Rat)	['EC 3.6.1.52', 'EC 3.6.1.-']	['InterPro:IPR000086', 'InterPro:IPR015797', 'InterPro:IPR020084']
1	Q99MY2	Rattus norvegicus (Rat)	['EC 3.6.1.52', 'EC 3.6.1.-']	['InterPro:IPR000086', 'InterPro:IPR015797', 'InterPro:IPR020084']
0	P08337	Escherichia coli (strain K12)	['EC 3.6.1.55']	['InterPro:IPR000086', 'InterPro:IPR003561', 'InterPro:IPR015797', 'InterPro:IPR020084', 'InterPro:IPR020476']
1	P41354	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	['EC 3.6.1.55']	['InterPro:IPR000086', 'InterPro:IPR003562', 'InterPro:IPR015797', 'InterPro:IPR020084', 'InterPro:IPR020476']
0	P36639	Homo sapiens (Human)	['EC 3.6.1.56', 'EC 3.6.1.-']	['InterPro:IPR000086', 'InterPro:IPR003563', 'InterPro:IPR015797', 'InterPro:IPR020084', 'InterPro:IPR020476']
1	Q6ZVK8	Homo sapiens (Human)	['EC 3.6.1.58']	['InterPro:IPR000086', 'InterPro:IPR015797', 'InterPro:IPR020084', 'InterPro:IPR020476', 'InterPro:IPR042970']
0	Q75UV1	Thermus thermophilus	['EC 3.6.1.61']	['InterPro:IPR000086', 'InterPro:IPR015797', 'InterPro:IPR020084', 'InterPro:IPR020476']
0	Q9NPI6	Homo sapiens (Human)	['EC 3.6.1.62']	['InterPro:IPR010334', 'InterPro:IPR011993', 'InterPro:IPR031953']
1	Q8IZD4	Homo sapiens (Human)	['EC 3.6.1.62']	['InterPro:IPR010334', 'InterPro:IPR011993', 'InterPro:IPR031953']
2	Q8IU60	Homo sapiens (Human)	['EC 3.6.1.62']	['InterPro:IPR000086', 'InterPro:IPR007722', 'InterPro:IPR015797', 'InterPro:IPR020084', 'InterPro:IPR036189', 'InterPro:IPR044099']
3	Q96DE0	Homo sapiens (Human)	['EC 3.6.1.62', 'EC 3.6.1.64']	['InterPro:IPR000086', 'InterPro:IPR015797']
0	P0AFC0	Escherichia coli (strain K12)	['EC 3.6.1.67']	['InterPro:IPR000086', 'InterPro:IPR003564', 'InterPro:IPR015797', 'InterPro:IPR020084']
1	P0AFC1	Escherichia coli O157:H7	['EC 3.6.1.67']	['InterPro:IPR000086', 'InterPro:IPR003564', 'InterPro:IPR015797', 'InterPro:IPR020084']
2	P0AFC2	Shigella flexneri	['EC 3.6.1.67']	['InterPro:IPR000086', 'InterPro:IPR003564', 'InterPro:IPR015797', 'InterPro:IPR020084']
0	P24540	Sus scrofa (Pig)	['EC 3.6.1.7']	['InterPro:IPR001792', 'InterPro:IPR017968', 'InterPro:IPR020456', 'InterPro:IPR036046']
1	P00819	Sus scrofa (Pig)	['EC 3.6.1.7']	['InterPro:IPR001792', 'InterPro:IPR017968', 'InterPro:IPR020456', 'InterPro:IPR036046']
0	P00818	Equus caballus (Horse)	['EC 3.6.1.7']	['InterPro:IPR001792', 'InterPro:IPR017968', 'InterPro:IPR020456', 'InterPro:IPR036046']
0	P07031	Gallus gallus (Chicken)	['EC 3.6.1.7']	['InterPro:IPR001792', 'InterPro:IPR017968', 'InterPro:IPR020456', 'InterPro:IPR036046']
1	P07032	Gallus gallus (Chicken)	['EC 3.6.1.7']	['InterPro:IPR001792', 'InterPro:IPR017968', 'InterPro:IPR020456', 'InterPro:IPR036046']
0	P35745	Rattus norvegicus (Rat)	['EC 3.6.1.7']	['InterPro:IPR001792', 'InterPro:IPR017968', 'InterPro:IPR020456', 'InterPro:IPR036046']
0	P39411	Escherichia coli (strain K12)	['EC 3.6.1.73']	['InterPro:IPR002786', 'InterPro:IPR026533', 'InterPro:IPR029001']
1	B6I6P2	Escherichia coli (strain SE11)	['EC 3.6.1.73']	['InterPro:IPR002786', 'InterPro:IPR026533', 'InterPro:IPR029001']
2	Q8XB14	Escherichia coli O157:H7	['EC 3.6.1.73']	['InterPro:IPR002786', 'InterPro:IPR026533', 'InterPro:IPR029001']
3	B1XFK4	Escherichia coli (strain K12 / DH10B)	['EC 3.6.1.73']	['InterPro:IPR002786', 'InterPro:IPR026533', 'InterPro:IPR029001']
4	B7LEP0	Escherichia coli (strain 55989 / EAEC)	['EC 3.6.1.73']	['InterPro:IPR002786', 'InterPro:IPR026533', 'InterPro:IPR029001']
5	C4ZT76	Escherichia coli (strain K12 / MC4100 / BW2952)	['EC 3.6.1.73']	['InterPro:IPR002786', 'InterPro:IPR026533', 'InterPro:IPR029001']
6	B7MNK3	Escherichia coli O45:K1 (strain S88 / ExPEC)	['EC 3.6.1.73']	['InterPro:IPR002786', 'InterPro:IPR026533', 'InterPro:IPR029001']
7	B7UR24	Escherichia coli O127:H6 (strain E2348/69 / EPEC)	['EC 3.6.1.73']	['InterPro:IPR002786', 'InterPro:IPR026533', 'InterPro:IPR029001']
8	Q8FA41	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	['EC 3.6.1.73']	['InterPro:IPR002786', 'InterPro:IPR026533', 'InterPro:IPR029001']
9	B1IS25	Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks)	['EC 3.6.1.73']	['InterPro:IPR002786', 'InterPro:IPR026533', 'InterPro:IPR029001']
0	O13297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 3.6.1.74']	['InterPro:IPR004206', 'InterPro:IPR033469', 'InterPro:IPR037009', 'InterPro:IPR040343']
1	O60942	Homo sapiens (Human)	['EC 3.6.1.74', 'EC 2.7.7.50']	['InterPro:IPR000340', 'InterPro:IPR000387', 'InterPro:IPR001339', 'InterPro:IPR012340', 'InterPro:IPR013846', 'InterPro:IPR016130', 'InterPro:IPR017074', 'InterPro:IPR020422', 'InterPro:IPR029021']
2	Q9P6Q6	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	['EC 3.6.1.74']	['InterPro:IPR004206', 'InterPro:IPR033469', 'InterPro:IPR037009', 'InterPro:IPR040343']
3	O55236	Mus musculus (Mouse)	['EC 3.6.1.74', 'EC 2.7.7.50']	['InterPro:IPR000340', 'InterPro:IPR000387', 'InterPro:IPR001339', 'InterPro:IPR012340', 'InterPro:IPR013846', 'InterPro:IPR016130', 'InterPro:IPR017074', 'InterPro:IPR020422', 'InterPro:IPR029021']
4	Q755F7	Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Eremothecium gossypii)	['EC 3.6.1.74']	['InterPro:IPR004206', 'InterPro:IPR033469', 'InterPro:IPR037009', 'InterPro:IPR040343']
1	Q2KIC5	Bos taurus (Bovine)	['EC 3.6.1.9']	['InterPro:IPR002637', 'InterPro:IPR027502', 'InterPro:IPR029001']
1	D3ZW55	Rattus norvegicus (Rat)	['EC 3.6.1.9']	['InterPro:IPR002637', 'InterPro:IPR027502', 'InterPro:IPR029001']
0	Q54LQ6	Dictyostelium discoideum (Slime mold)	['EC 3.6.1.9']	['InterPro:IPR002637', 'InterPro:IPR027502', 'InterPro:IPR029001']
1	Q55G28	Dictyostelium discoideum (Slime mold)	['EC 3.6.1.9']	['InterPro:IPR003697', 'InterPro:IPR029001']
1	Q9BY32	Homo sapiens (Human)	['EC 3.6.1.9']	['InterPro:IPR002637', 'InterPro:IPR027502', 'InterPro:IPR029001']
2	O95671	Homo sapiens (Human)	['EC 3.6.1.9', 'EC 2.1.1.-)]']	['InterPro:IPR001077', 'InterPro:IPR003697', 'InterPro:IPR016461', 'InterPro:IPR029001', 'InterPro:IPR029063', 'InterPro:IPR031725', 'InterPro:IPR036388', 'InterPro:IPR036390']
3	Q9NV35	Homo sapiens (Human)	['EC 3.6.1.9']	['InterPro:IPR000086', 'InterPro:IPR015797']
0	P47119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 3.6.1.9']	['InterPro:IPR002637', 'InterPro:IPR027502', 'InterPro:IPR029001']
1	Q99210	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 3.6.1.9']	['InterPro:IPR003697', 'InterPro:IPR029001']
2	P39997	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 3.1.4.1); Nucleotide pyrophosphatase', 'EC 3.6.1.9']	['InterPro:IPR002591', 'InterPro:IPR017850']
