Entry	Organism	EC numbers	Interpro_ids	Org
Q4MVY3	Bacillus cereus	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Bacillus cereus
B7HFB3	Bacillus cereus (strain B4264)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Bacillus cereus
B7HRN9	Bacillus cereus (strain AH187)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Bacillus cereus
B7JRX2	Bacillus cereus (strain AH820)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Bacillus cereus
B9J099	Bacillus cereus (strain Q1)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Bacillus cereus
C1EUU3	Bacillus cereus (strain 03BB102)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Bacillus cereus
B7IJZ8	Bacillus cereus (strain G9842)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Bacillus cereus
Q633J8	Bacillus cereus (strain ZK / E33L)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Bacillus cereus
Q72ZD8	Bacillus cereus (strain ATCC 10987 / NRS 248)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Bacillus cereus
B7IKB1	Bacillus cereus (strain G9842)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Bacillus cereus
B9IT52	Bacillus cereus (strain Q1)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Bacillus cereus
B7HG04	Bacillus cereus (strain B4264)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Bacillus cereus
B7HYU3	Bacillus cereus (strain AH187)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Bacillus cereus
B7JCV9	Bacillus cereus (strain AH820)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Bacillus cereus
C1EKE4	Bacillus cereus (strain 03BB102)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Bacillus cereus
Q63EX2	Bacillus cereus (strain ZK / E33L)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Bacillus cereus
Q73CE0	Bacillus cereus (strain ATCC 10987 / NRS 248)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Bacillus cereus
Q81U58	Bacillus anthracis	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Bacillus anthracis
A9VI58	Bacillus mycoides (strain KBAB4) (Bacillus weihenstephanensis)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Bacillus mycoides
B9J2G7	Bacillus cereus (strain Q1)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Bacillus cereus
Q632H2	Bacillus cereus (strain ZK / E33L)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Bacillus cereus
Q72YJ4	Bacillus cereus (strain ATCC 10987 / NRS 248)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Bacillus cereus
Q81K83	Bacillus anthracis	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Bacillus anthracis
A9VM89	Bacillus mycoides (strain KBAB4) (Bacillus weihenstephanensis)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Bacillus mycoides
Q816G7	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Bacillus cereus
A0RK86	Bacillus thuringiensis (strain Al Hakam)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Bacillus thuringiensis
Q6HC16	Bacillus thuringiensis subsp. konkukian (strain 97-27)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Bacillus thuringiensis
A7GUA0	Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Bacillus cytotoxicus
Q4J7A3	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Sulfolobus acidocaldarius
Q4J9R1	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Sulfolobus acidocaldarius
O34011	Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Rhodobacter capsulatus
P37142	Daucus carota (Wild carrot)	2.7.2.4); Homoserine dehydrogenase	['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR001342', 'InterPro:IPR002912', 'InterPro:IPR005106', 'InterPro:IPR011147', 'InterPro:IPR018042', 'InterPro:IPR019811', 'InterPro:IPR027795', 'InterPro:IPR036291', 'InterPro:IPR036393', 'InterPro:IPR041743', 'InterPro:IPR045865']	Daucus carota
P37142	Daucus carota (Wild carrot)	1.1.1.3)]	['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR001342', 'InterPro:IPR002912', 'InterPro:IPR005106', 'InterPro:IPR011147', 'InterPro:IPR018042', 'InterPro:IPR019811', 'InterPro:IPR027795', 'InterPro:IPR036291', 'InterPro:IPR036393', 'InterPro:IPR041743', 'InterPro:IPR045865']	Daucus carota
O86033	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Rhizobium meliloti
Q92M13	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Rhizobium meliloti
Q9EXV4	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Rhizobium meliloti
P56886	Sinorhizobium medicae (strain WSM419) (Ensifer medicae)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Sinorhizobium medicae
Q8DQ85	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Streptococcus pneumoniae
C1CDP4	Streptococcus pneumoniae (strain JJA)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Streptococcus pneumoniae
C1C6M8	Streptococcus pneumoniae (strain 70585)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Streptococcus pneumoniae
B2IP53	Streptococcus pneumoniae (strain CGSP14)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Streptococcus pneumoniae
C1CJY4	Streptococcus pneumoniae (strain P1031)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Streptococcus pneumoniae
B1IB66	Streptococcus pneumoniae (strain Hungary19A-6)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Streptococcus pneumoniae
C1CRZ7	Streptococcus pneumoniae (strain Taiwan19F-14)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Streptococcus pneumoniae
B5E3Z8	Streptococcus pneumoniae serotype 19F (strain G54)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Streptococcus pneumoniae
B8ZNU0	Streptococcus pneumoniae (strain ATCC 700669 / Spain 23F-1)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Streptococcus pneumoniae
Q04L24	Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Streptococcus pneumoniae
C1CBG2	Streptococcus pneumoniae (strain 70585)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Streptococcus pneumoniae
C1CHI6	Streptococcus pneumoniae (strain JJA)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Streptococcus pneumoniae
C1CNF8	Streptococcus pneumoniae (strain P1031)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Streptococcus pneumoniae
B2INK5	Streptococcus pneumoniae (strain CGSP14)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Streptococcus pneumoniae
B1I9Z6	Streptococcus pneumoniae (strain Hungary19A-6)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Streptococcus pneumoniae
C1CUA3	Streptococcus pneumoniae (strain Taiwan19F-14)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Streptococcus pneumoniae
B5E3S7	Streptococcus pneumoniae serotype 19F (strain G54)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Streptococcus pneumoniae
P63743	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Streptococcus pneumoniae
Q04HZ0	Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Streptococcus pneumoniae
B8ZQ22	Streptococcus pneumoniae (strain ATCC 700669 / Spain 23F-1)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Streptococcus pneumoniae
C1CKI5	Streptococcus pneumoniae (strain P1031)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Streptococcus pneumoniae
C1CEA8	Streptococcus pneumoniae (strain JJA)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Streptococcus pneumoniae
B2IPY6	Streptococcus pneumoniae (strain CGSP14)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Streptococcus pneumoniae
C1C7B5	Streptococcus pneumoniae (strain 70585)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Streptococcus pneumoniae
C1CRM1	Streptococcus pneumoniae (strain Taiwan19F-14)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Streptococcus pneumoniae
B1IBQ8	Streptococcus pneumoniae (strain Hungary19A-6)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Streptococcus pneumoniae
B5E4N4	Streptococcus pneumoniae serotype 19F (strain G54)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Streptococcus pneumoniae
Q8DPS5	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Streptococcus pneumoniae
Q04KG7	Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Streptococcus pneumoniae
B8ZPW3	Streptococcus pneumoniae (strain ATCC 700669 / Spain 23F-1)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Streptococcus pneumoniae
Q8U940	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Agrobacterium fabrum
B9J7X6	Agrobacterium radiobacter (strain K84 / ATCC BAA-868)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Agrobacterium radiobacter
P39669	Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Rhizobium radiobacter
Q8U8L5	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Agrobacterium fabrum
B9JAA3	Agrobacterium radiobacter (strain K84 / ATCC BAA-868)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Agrobacterium radiobacter
O27492	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	2.2.1.6	['InterPro:IPR002912', 'InterPro:IPR004789', 'InterPro:IPR019455', 'InterPro:IPR027271', 'InterPro:IPR039557', 'InterPro:IPR045865']	Methanothermobacter thermautotrophicus
O26957	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	3.1.3.11	['InterPro:IPR000760', 'InterPro:IPR020550', 'InterPro:IPR020583']	Methanothermobacter thermautotrophicus
O26957	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	3.1.3.25	['InterPro:IPR000760', 'InterPro:IPR020550', 'InterPro:IPR020583']	Methanothermobacter thermautotrophicus
O27939	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	6.4.1.1	['InterPro:IPR004549', 'InterPro:IPR005479', 'InterPro:IPR005481', 'InterPro:IPR005482', 'InterPro:IPR011054', 'InterPro:IPR011761', 'InterPro:IPR011764', 'InterPro:IPR016185']	Methanothermobacter thermautotrophicus
O27179	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	6.4.1.1	['InterPro:IPR000089', 'InterPro:IPR000891', 'InterPro:IPR003379', 'InterPro:IPR005776', 'InterPro:IPR011053', 'InterPro:IPR013785']	Methanothermobacter thermautotrophicus
P81344	Clostridium pasteurianum	2.7.1.40	[]	Clostridium pasteurianum
Q9HNS5	Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) (Halobacterium halobium)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Halobacterium salinarum
B0R6S2	Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Halobacterium salinarum
Q9HRI1	Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) (Halobacterium halobium)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR023079', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Halobacterium salinarum
B0R3Y1	Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR023079', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Halobacterium salinarum
Q59662	Paracoccus denitrificans	1.3.5.1	['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']	Paracoccus denitrificans
Q59661	Paracoccus denitrificans	1.3.5.1	['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR011281', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']	Paracoccus denitrificans
A1B2P8	Paracoccus denitrificans (strain Pd 1222)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Paracoccus denitrificans
A2PYL6	Equus caballus (Horse)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Equus caballus
Q867C9	Equus caballus (Horse)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966', 'InterPro:IPR041914']	Equus caballus
P52784	Canis lupus familiaris (Dog) (Canis familiaris)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966', 'InterPro:IPR041914']	Canis lupus
Q29536	Canis lupus familiaris (Dog) (Canis familiaris)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']	Canis lupus
P80581	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Emericella nidulans
P22360	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']	Emericella nidulans
A0JWV0	Arthrobacter sp. (strain FB24)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Arthrobacter sp.
O06913	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	1.3.5.1	['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']	Helicobacter pylori
O06914	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	1.3.5.1	['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']	Helicobacter pylori
Q9ZMP0	Helicobacter pylori (strain J99 / ATCC 700824) (Campylobacter pylori J99)	1.3.5.1	['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']	Helicobacter pylori
